type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-11-19 12:45:10,53.96881494,-7.34617436,9.94,107.662,56.989,1.520,44,28,37,,
T,2024-11-19 12:45:11,53.96879974,-7.34617078,9.94,107.595,56.989,1.180,45,28,37,,
T,2024-11-19 12:45:12,53.96877396,-7.34619466,9.94,106.804,56.989,1.890,216,26,37,,
T,2024-11-19 12:45:13,53.96875692,-7.34621209,9.94,107.295,56.989,0.740,211,25,37,,
T,2024-11-19 12:45:14,53.96874662,-7.34622384,9.94,106.643,56.989,1.210,50,25,37,,
T,2024-11-19 12:45:15,53.96874629,-7.34622468,9.94,106.257,56.989,1.230,54,25,37,,
T,2024-11-19 12:45:16,53.96874537,-7.34623064,9.94,106.289,56.989,1.040,53,26,37,,
T,2024-11-19 12:45:17,53.96874299,-7.34624091,9.94,106.912,56.989,0.980,46,26,37,,
T,2024-11-19 12:45:18,53.96874301,-7.34625447,9.94,106.922,56.989,0.880,46,26,37,,
T,2024-11-19 12:45:19,53.96874357,-7.34627109,9.94,106.961,56.989,0.890,17,26,37,,
T,2024-11-19 12:45:20,53.96873417,-7.34628626,9.94,107.629,56.989,0.760,199,25,37,,
T,2024-11-19 12:45:21,53.96872506,-7.34629283,9.94,107.673,56.989,0.960,28,27,37,,
T,2024-11-19 12:45:22,53.96872537,-7.34628944,9.94,107.090,56.989,1.410,29,28,37,,
T,2024-11-19 12:45:23,53.96872108,-7.34628749,9.94,107.458,56.989,1.310,16,18,37,,
T,2024-11-19 12:45:24,53.96871381,-7.34628163,9.94,107.575,56.989,1.190,38,18,37,,
T,2024-11-19 12:45:25,53.96870395,-7.34626737,9.94,107.989,56.989,1.280,53,18,37,,
T,2024-11-19 12:45:26,53.96868972,-7.34625496,9.94,107.856,56.989,1.480,67,18,37,,
T,2024-11-19 12:45:27,53.96867282,-7.34624832,9.94,107.704,56.989,1.380,79,18,37,,
T,2024-11-19 12:45:28,53.96865857,-7.34624482,9.94,108.478,56.989,1.400,75,18,37,,
T,2024-11-19 12:45:29,53.96864150,-7.34625450,9.94,108.355,56.988,0.780,181,18,37,,
T,2024-11-19 12:45:30,53.96862508,-7.34626751,9.94,108.198,56.988,0.810,194,18,37,,
T,2024-11-19 12:45:31,53.96860806,-7.34628880,9.94,107.925,56.988,1.390,214,18,37,,
T,2024-11-19 12:45:32,53.96859643,-7.34631326,9.94,107.987,56.988,1.250,230,18,37,,
T,2024-11-19 12:45:33,53.96859961,-7.34631698,9.94,108.219,56.988,1.250,76,18,37,,
T,2024-11-19 12:45:34,53.96860412,-7.34632500,9.94,108.634,56.988,1.220,72,18,37,,
T,2024-11-19 12:45:35,53.96860782,-7.34633814,9.94,107.943,56.989,1.380,69,18,37,,
T,2024-11-19 12:45:36,53.96861074,-7.34635516,9.94,107.992,56.989,1.310,69,18,37,,
T,2024-11-19 12:45:37,53.96861430,-7.34637503,9.94,108.099,56.989,1.360,64,18,37,,
T,2024-11-19 12:45:38,53.96861568,-7.34639609,9.94,108.113,56.989,1.510,73,17,37,,
T,2024-11-19 12:45:39,53.96861781,-7.34641451,9.94,106.960,56.989,0.910,67,17,37,,
T,2024-11-19 12:45:40,53.96862028,-7.34643439,9.94,106.783,56.989,1.060,66,18,37,,
T,2024-11-19 12:45:41,53.96862155,-7.34645772,9.94,105.993,56.989,1.340,63,18,37,,
T,2024-11-19 12:45:42,53.96862154,-7.34648310,9.94,106.045,56.989,1.410,62,16,37,,
T,2024-11-19 12:45:43,53.96862067,-7.34650686,9.94,105.998,56.989,1.390,64,16,37,,
T,2024-11-19 12:45:44,53.96861844,-7.34652957,9.94,106.496,56.989,0.940,65,16,37,,
T,2024-11-19 12:45:45,53.96862013,-7.34655148,9.94,106.757,56.989,1.540,64,17,37,,
T,2024-11-19 12:45:46,53.96862068,-7.34657164,9.94,106.840,56.989,1.480,66,17,37,,
T,2024-11-19 12:45:47,53.96861774,-7.34661766,9.94,106.455,56.989,1.410,274,16,37,,
T,2024-11-19 12:45:48,53.96861556,-7.34666450,9.94,105.990,56.989,1.480,273,16,37,,
T,2024-11-19 12:45:49,53.96861284,-7.34669957,9.94,106.144,56.989,1.400,269,16,37,,
T,2024-11-19 12:45:50,53.96860985,-7.34672594,9.94,106.395,56.989,1.220,268,16,37,,
T,2024-11-19 12:45:51,53.96860826,-7.34675073,9.94,106.815,56.989,1.330,271,16,37,,
T,2024-11-19 12:45:52,53.96860419,-7.34677345,9.94,106.418,56.989,1.460,264,16,37,,
T,2024-11-19 12:45:53,53.96860014,-7.34679772,9.94,106.166,56.989,1.320,261,16,37,,
T,2024-11-19 12:45:54,53.96859359,-7.34681592,9.94,106.874,56.989,1.290,255,17,37,,
T,2024-11-19 12:45:55,53.96858920,-7.34683991,9.94,107.094,56.989,1.400,254,16,37,,
T,2024-11-19 12:45:56,53.96858946,-7.34686396,9.94,107.479,56.989,1.430,267,16,37,,
T,2024-11-19 12:45:57,53.96859027,-7.34689124,9.94,107.896,56.989,1.470,265,16,37,,
T,2024-11-19 12:45:58,53.96858899,-7.34691393,9.94,107.159,56.989,1.310,266,16,36,,
T,2024-11-19 12:45:59,53.96858770,-7.34693559,9.94,106.719,56.989,1.320,272,16,37,,
T,2024-11-19 12:46:00,53.96858450,-7.34695565,9.94,106.290,56.989,1.380,252,16,37,,
T,2024-11-19 12:46:01,53.96858191,-7.34697601,9.94,106.738,56.989,1.370,261,16,37,,
T,2024-11-19 12:46:02,53.96858113,-7.34699623,9.94,106.996,56.989,1.340,262,16,37,,
T,2024-11-19 12:46:03,53.96858097,-7.34701690,9.94,106.852,56.989,1.420,262,16,37,,
T,2024-11-19 12:46:04,53.96858051,-7.34704066,9.94,106.725,56.989,1.440,263,16,37,,
T,2024-11-19 12:46:05,53.96857799,-7.34706054,9.94,106.253,56.989,1.270,256,16,37,,
T,2024-11-19 12:46:06,53.96857225,-7.34707648,9.94,104.912,56.989,1.270,260,16,37,,
T,2024-11-19 12:46:07,53.96856923,-7.34709949,9.94,105.024,56.989,1.850,264,16,37,,
T,2024-11-19 12:46:08,53.96856753,-7.34711627,9.94,105.373,56.989,0.980,271,16,37,,
T,2024-11-19 12:46:09,53.96856812,-7.34713266,9.94,105.436,56.989,1.180,275,16,37,,
T,2024-11-19 12:46:10,53.96856780,-7.34715674,9.94,105.479,56.989,1.480,279,16,37,,
T,2024-11-19 12:46:11,53.96856738,-7.34717999,10.19,105.649,56.989,1.430,269,16,37,,
T,2024-11-19 12:46:12,53.96856575,-7.34720544,10.02,105.197,56.989,1.560,263,16,38,,
T,2024-11-19 12:46:13,53.96856428,-7.34721354,10.09,105.211,56.989,0.910,269,16,38,,
T,2024-11-19 12:46:14,53.96856397,-7.34723542,10.01,105.150,56.989,1.760,270,16,38,,
T,2024-11-19 12:46:15,53.96856293,-7.34726126,9.94,105.003,56.989,1.500,271,16,38,,
T,2024-11-19 12:46:16,53.96856219,-7.34728836,9.94,104.656,56.989,1.560,270,16,38,,
T,2024-11-19 12:46:17,53.96856143,-7.34731147,9.94,105.083,56.989,1.400,269,17,38,,
T,2024-11-19 12:46:18,53.96856203,-7.34733247,9.94,105.112,56.989,1.420,272,17,38,,
T,2024-11-19 12:46:19,53.96856381,-7.34735046,9.94,105.500,56.989,1.270,265,17,38,,
T,2024-11-19 12:46:20,53.96856492,-7.34736849,9.94,105.667,56.989,1.300,264,16,38,,
T,2024-11-19 12:46:21,53.96856548,-7.34739057,9.94,105.479,56.989,1.420,263,16,38,,
T,2024-11-19 12:46:22,53.96856604,-7.34741505,9.94,105.815,56.989,1.490,265,16,38,,
T,2024-11-19 12:46:23,53.96856690,-7.34743980,9.94,105.959,56.989,1.470,263,16,38,,
T,2024-11-19 12:46:24,53.96856852,-7.34746407,9.94,105.742,56.989,1.340,264,16,38,,
T,2024-11-19 12:46:25,53.96857078,-7.34748931,9.94,105.478,56.989,1.420,266,18,38,,
T,2024-11-19 12:46:26,53.96857283,-7.34751269,9.94,105.128,56.989,1.420,263,18,38,,
T,2024-11-19 12:46:27,53.96857457,-7.34753293,9.94,105.530,56.989,1.350,263,18,38,,
T,2024-11-19 12:46:28,53.96857742,-7.34755481,9.94,105.772,56.989,1.410,264,18,38,,
T,2024-11-19 12:46:29,53.96858178,-7.34757518,9.94,105.540,56.989,1.450,279,18,38,,
T,2024-11-19 12:46:30,53.96858643,-7.34759710,9.94,105.695,56.989,1.440,282,18,38,,
T,2024-11-19 12:46:31,53.96858836,-7.34762189,9.94,105.557,56.989,1.450,279,16,38,,
T,2024-11-19 12:46:32,53.96858794,-7.34764257,9.94,105.503,56.989,1.270,280,15,38,,
T,2024-11-19 12:46:33,53.96858762,-7.34766541,9.94,105.033,56.989,1.370,278,15,38,,
T,2024-11-19 12:46:34,53.96858682,-7.34768865,9.94,104.397,56.989,1.490,276,15,38,,
T,2024-11-19 12:46:35,53.96858504,-7.34771073,9.94,103.654,56.989,1.520,274,15,38,,
T,2024-11-19 12:46:36,53.96858326,-7.34773109,9.94,103.765,56.989,1.470,273,16,38,,
T,2024-11-19 12:46:37,53.96858261,-7.34775091,9.94,103.885,56.989,1.520,271,16,38,,
T,2024-11-19 12:46:38,53.96858216,-7.34777294,9.94,103.936,56.989,1.600,272,15,38,,
T,2024-11-19 12:46:39,53.96858181,-7.34779820,9.94,103.413,56.989,1.490,267,16,38,,
T,2024-11-19 12:46:40,53.96858331,-7.34782151,9.94,103.427,56.989,1.420,267,16,38,,
T,2024-11-19 12:46:41,53.96858447,-7.34784324,9.94,103.445,56.989,1.330,272,16,38,,
T,2024-11-19 12:46:42,53.96858647,-7.34786296,9.94,103.741,56.989,1.370,270,16,38,,
T,2024-11-19 12:46:43,53.96858858,-7.34788101,9.94,103.737,56.989,1.210,269,24,38,,
T,2024-11-19 12:46:44,53.96859111,-7.34790393,9.94,103.602,56.989,1.420,265,24,38,,
T,2024-11-19 12:46:45,53.96859184,-7.34792400,9.94,103.641,56.989,1.240,264,23,38,,
T,2024-11-19 12:46:46,53.96859326,-7.34795036,9.94,103.724,56.989,1.660,259,23,38,,
T,2024-11-19 12:46:47,53.96859511,-7.34797371,9.94,103.613,56.989,1.410,259,23,38,,
T,2024-11-19 12:46:48,53.96859956,-7.34799779,10.01,103.390,56.989,1.570,260,24,38,,
T,2024-11-19 12:46:49,53.96860302,-7.34801768,9.94,103.589,56.989,1.320,268,23,38,,
T,2024-11-19 12:46:50,53.96860764,-7.34803486,9.94,103.711,56.989,1.260,265,23,38,,
T,2024-11-19 12:46:51,53.96860945,-7.34805254,9.94,103.540,56.989,1.180,249,23,38,,
T,2024-11-19 12:46:52,53.96860944,-7.34806947,9.94,103.731,56.989,1.320,256,22,38,,
T,2024-11-19 12:46:53,53.96861250,-7.34808949,9.94,103.795,56.989,1.380,260,15,38,,
T,2024-11-19 12:46:54,53.96861538,-7.34810898,9.94,103.413,56.989,1.220,260,15,38,,
T,2024-11-19 12:46:55,53.96861594,-7.34813013,9.94,103.221,56.989,1.350,250,15,38,,
T,2024-11-19 12:46:56,53.96861722,-7.34814979,9.94,103.358,56.989,1.280,252,15,38,,
T,2024-11-19 12:46:57,53.96861582,-7.34817380,9.94,104.340,56.989,1.600,248,15,38,,
T,2024-11-19 12:46:58,53.96861568,-7.34819484,9.94,104.683,56.989,1.450,245,23,38,,
T,2024-11-19 12:46:59,53.96861601,-7.34821266,9.94,104.379,56.989,1.200,245,23,38,,
T,2024-11-19 12:47:00,53.96861715,-7.34823244,9.94,104.421,56.989,1.260,248,23,38,,
T,2024-11-19 12:47:01,53.96861991,-7.34825320,10.05,104.395,56.989,1.420,246,23,38,,
T,2024-11-19 12:47:02,53.96862272,-7.34827706,10.00,103.836,56.990,1.490,249,24,38,,
T,2024-11-19 12:47:03,53.96862743,-7.34830197,9.94,103.927,56.990,1.680,250,24,38,,
T,2024-11-19 12:47:04,53.96863275,-7.34832678,10.13,104.239,56.990,1.620,254,16,38,,
T,2024-11-19 12:47:05,53.96863930,-7.34834697,10.12,104.142,56.990,1.390,250,16,38,,
T,2024-11-19 12:47:06,53.96864443,-7.34836189,10.07,103.370,56.990,1.300,252,15,38,,
T,2024-11-19 12:47:07,53.96864957,-7.34837870,10.06,103.542,56.990,1.490,249,15,38,,
T,2024-11-19 12:47:08,53.96865845,-7.34839379,10.05,104.028,56.990,1.250,271,15,38,,
T,2024-11-19 12:47:09,53.96866498,-7.34841615,9.94,104.144,56.990,1.750,276,15,38,,
T,2024-11-19 12:47:10,53.96866908,-7.34843594,9.94,104.003,56.990,1.440,277,22,38,,
T,2024-11-19 12:47:11,53.96867318,-7.34845696,9.94,103.888,56.990,1.520,281,22,38,,
T,2024-11-19 12:47:12,53.96867777,-7.34847549,9.94,104.237,56.990,1.400,280,23,38,,
T,2024-11-19 12:47:13,53.96868298,-7.34849291,9.94,103.794,56.990,1.370,282,23,38,,
T,2024-11-19 12:47:14,53.96868723,-7.34851209,9.94,103.958,56.990,1.350,280,23,38,,
T,2024-11-19 12:47:15,53.96869054,-7.34853161,9.94,103.055,56.990,1.360,283,23,38,,
T,2024-11-19 12:47:16,53.96869335,-7.34854990,9.94,102.941,56.990,1.370,283,18,38,,
T,2024-11-19 12:47:17,53.96869769,-7.34856845,9.94,102.955,56.990,1.280,282,21,38,,
T,2024-11-19 12:47:18,53.96870137,-7.34858462,9.94,102.337,56.990,1.180,287,20,38,,
T,2024-11-19 12:47:19,53.96870304,-7.34859928,9.94,102.191,56.990,1.190,284,21,38,,
T,2024-11-19 12:47:20,53.96870576,-7.34861373,10.05,102.710,56.990,1.050,284,21,38,,
T,2024-11-19 12:47:21,53.96870952,-7.34863151,9.99,102.334,56.990,1.010,284,21,38,,
T,2024-11-19 12:47:22,53.96871137,-7.34864850,10.09,102.680,56.990,1.010,285,21,38,,
T,2024-11-19 12:47:23,53.96871457,-7.34867169,10.11,102.255,56.990,1.320,285,16,38,,
T,2024-11-19 12:47:24,53.96871763,-7.34869378,10.19,102.315,56.990,1.330,289,16,38,,
T,2024-11-19 12:47:25,53.96871935,-7.34871981,10.38,101.894,56.990,1.560,282,15,38,,
T,2024-11-19 12:47:26,53.96872307,-7.34874314,10.22,102.556,56.990,1.370,285,14,38,,
T,2024-11-19 12:47:27,53.96872665,-7.34876423,10.26,102.247,56.990,1.260,285,14,38,,
T,2024-11-19 12:47:28,53.96872992,-7.34878300,10.32,101.952,56.990,1.210,283,14,38,,
T,2024-11-19 12:47:29,53.96873642,-7.34880224,10.33,101.660,56.990,1.330,284,14,38,,
T,2024-11-19 12:47:30,53.96874433,-7.34882480,10.09,101.995,56.990,1.380,282,15,38,,
T,2024-11-19 12:47:31,53.96875067,-7.34885000,9.94,101.336,56.990,1.490,262,21,38,,
T,2024-11-19 12:47:32,53.96875601,-7.34886751,10.09,101.086,56.990,0.910,286,22,38,,
T,2024-11-19 12:47:33,53.96875778,-7.34887974,10.12,100.836,56.990,0.770,286,22,38,,
T,2024-11-19 12:47:34,53.96876222,-7.34890094,10.07,101.143,56.990,1.400,279,26,38,,
T,2024-11-19 12:47:35,53.96876561,-7.34891840,10.06,101.281,56.990,1.020,277,26,38,,
T,2024-11-19 12:47:36,53.96877255,-7.34893459,10.12,101.818,56.990,1.070,281,25,38,,
T,2024-11-19 12:47:37,53.96877669,-7.34895534,10.08,101.521,56.990,1.280,277,25,38,,
T,2024-11-19 12:47:38,53.96877991,-7.34897731,10.14,101.273,56.990,1.360,277,25,38,,
T,2024-11-19 12:47:39,53.96878653,-7.34899453,10.08,101.777,56.990,1.230,281,25,38,,
T,2024-11-19 12:47:40,53.96879281,-7.34901842,10.21,101.119,56.990,1.510,281,15,38,,
T,2024-11-19 12:47:41,53.96879753,-7.34903840,10.28,101.199,56.990,1.430,278,15,38,,
T,2024-11-19 12:47:42,53.96880640,-7.34906113,10.43,102.017,56.990,1.460,280,15,38,,
T,2024-11-19 12:47:43,53.96881520,-7.34908481,10.33,101.871,56.990,1.510,281,15,38,,
T,2024-11-19 12:47:44,53.96882225,-7.34910624,10.31,100.960,56.990,1.430,282,15,38,,
T,2024-11-19 12:47:45,53.96882790,-7.34912893,9.94,100.828,56.990,1.580,278,17,38,,
T,2024-11-19 12:47:46,53.96883431,-7.34915035,9.94,101.453,56.990,1.500,279,17,38,,
T,2024-11-19 12:47:47,53.96884414,-7.34916642,9.94,101.480,56.990,1.430,303,16,38,,
T,2024-11-19 12:47:48,53.96885042,-7.34918256,9.94,101.326,56.990,1.340,273,16,38,,
T,2024-11-19 12:47:49,53.96885519,-7.34920376,9.94,101.778,56.990,1.590,273,16,38,,
T,2024-11-19 12:47:50,53.96886029,-7.34921959,9.94,100.666,56.990,1.360,273,16,38,,
T,2024-11-19 12:47:51,53.96886732,-7.34923269,9.94,101.256,56.990,1.330,277,16,38,,
T,2024-11-19 12:47:52,53.96887250,-7.34924268,9.94,101.383,56.990,1.030,275,17,38,,
T,2024-11-19 12:47:53,53.96887711,-7.34925695,9.94,100.641,56.990,1.120,274,16,38,,
T,2024-11-19 12:47:54,53.96888079,-7.34927688,9.94,100.564,56.990,1.330,281,16,38,,
T,2024-11-19 12:47:55,53.96888880,-7.34929499,9.94,100.555,56.990,1.510,310,16,38,,
T,2024-11-19 12:47:56,53.96889655,-7.34931590,9.94,99.570,56.990,1.310,308,17,38,,
T,2024-11-19 12:47:57,53.96890101,-7.34933224,9.94,98.703,56.990,0.900,287,26,38,,
T,2024-11-19 12:47:58,53.96890850,-7.34935007,9.94,98.384,56.990,1.310,313,26,38,,
T,2024-11-19 12:47:59,53.96891405,-7.34936888,9.94,98.544,56.990,1.190,297,26,38,,
T,2024-11-19 12:48:00,53.96892106,-7.34938866,9.94,98.622,56.990,1.540,305,26,38,,
T,2024-11-19 12:48:01,53.96892867,-7.34940820,9.94,98.877,56.990,1.400,298,26,38,,
T,2024-11-19 12:48:02,53.96893438,-7.34943034,9.94,98.430,56.990,1.390,294,26,38,,
T,2024-11-19 12:48:03,53.96894237,-7.34944946,9.94,98.623,56.990,1.470,306,16,38,,
T,2024-11-19 12:48:04,53.96895201,-7.34946773,9.94,98.401,56.990,1.540,309,16,38,,
T,2024-11-19 12:48:05,53.96896146,-7.34948378,9.94,97.787,56.990,1.430,314,16,38,,
T,2024-11-19 12:48:06,53.96897195,-7.34949796,9.94,97.926,56.990,1.430,317,25,38,,
T,2024-11-19 12:48:07,53.96898245,-7.34951469,9.94,98.292,56.990,1.610,313,26,38,,
T,2024-11-19 12:48:08,53.96899126,-7.34953243,9.94,98.607,56.991,1.530,308,25,38,,
T,2024-11-19 12:48:09,53.96899732,-7.34954977,9.94,98.270,56.991,1.300,304,25,38,,
T,2024-11-19 12:48:10,53.96900375,-7.34956619,9.94,98.716,56.991,1.370,304,26,38,,
T,2024-11-19 12:48:11,53.96901043,-7.34958107,9.94,98.579,56.991,1.330,307,26,38,,
T,2024-11-19 12:48:12,53.96901751,-7.34959715,9.94,98.687,56.991,1.360,304,24,38,,
T,2024-11-19 12:48:13,53.96902398,-7.34961430,9.94,98.814,56.991,1.370,304,16,38,,
T,2024-11-19 12:48:14,53.96903253,-7.34963125,9.94,99.098,56.991,1.430,312,16,38,,
T,2024-11-19 12:48:15,53.96904006,-7.34965050,9.94,98.648,56.991,1.460,299,16,38,,
T,2024-11-19 12:48:16,53.96904914,-7.34966753,9.94,98.105,56.991,1.410,307,16,38,,
T,2024-11-19 12:48:17,53.96905674,-7.34968400,9.94,97.649,56.991,1.400,308,17,38,,
T,2024-11-19 12:48:18,53.96906132,-7.34970281,9.94,97.354,56.991,1.400,297,17,38,,
T,2024-11-19 12:48:19,53.96906868,-7.34972086,9.94,97.292,56.991,1.440,309,17,38,,
T,2024-11-19 12:48:20,53.96907705,-7.34973862,9.94,97.734,56.991,1.430,310,17,38,,
T,2024-11-19 12:48:21,53.96908369,-7.34975516,9.94,97.744,56.991,1.450,309,18,38,,
T,2024-11-19 12:48:22,53.96909464,-7.34977129,9.94,98.683,56.991,1.450,313,18,38,,
T,2024-11-19 12:48:23,53.96909762,-7.34978694,9.94,96.915,56.991,1.430,307,17,38,,
T,2024-11-19 12:48:24,53.96909930,-7.34980448,9.94,95.754,56.991,1.420,300,15,38,,
T,2024-11-19 12:48:25,53.96910059,-7.34982128,9.94,94.777,56.991,1.340,300,24,38,,
T,2024-11-19 12:48:26,53.96910503,-7.34983474,9.94,94.171,56.991,1.380,315,24,38,,
T,2024-11-19 12:48:27,53.96911144,-7.34984909,9.94,93.913,56.991,1.340,311,24,38,,
T,2024-11-19 12:48:28,53.96912004,-7.34986521,9.94,94.808,56.991,1.350,306,24,38,,
T,2024-11-19 12:48:29,53.96912956,-7.34988128,9.94,94.732,56.991,1.360,314,25,38,,
T,2024-11-19 12:48:30,53.96913888,-7.34989817,9.94,94.519,56.991,1.350,309,25,38,,
T,2024-11-19 12:48:31,53.96914725,-7.34991295,9.94,94.871,56.991,1.350,313,23,38,,
T,2024-11-19 12:48:32,53.96915977,-7.34992732,9.94,96.130,56.991,1.360,317,17,38,,
T,2024-11-19 12:48:33,53.96917238,-7.34994304,9.94,97.557,56.991,1.380,315,17,38,,
T,2024-11-19 12:48:34,53.96918641,-7.34995948,9.94,97.900,56.991,1.390,318,26,38,,
T,2024-11-19 12:48:35,53.96919784,-7.34997880,9.94,98.001,56.991,1.450,313,26,38,,
T,2024-11-19 12:48:36,53.96920694,-7.34999673,9.94,97.420,56.991,1.420,310,26,38,,
T,2024-11-19 12:48:37,53.96921663,-7.35001511,9.94,97.109,56.991,1.430,312,25,38,,
T,2024-11-19 12:48:38,53.96922498,-7.35002925,9.94,97.020,56.991,1.390,314,24,38,,
T,2024-11-19 12:48:39,53.96923098,-7.35003801,9.94,96.233,56.991,1.390,323,23,38,,
T,2024-11-19 12:48:40,53.96923746,-7.35004804,9.94,96.234,56.991,1.390,320,21,38,,
T,2024-11-19 12:48:41,53.96924548,-7.35006168,9.94,96.389,56.991,1.400,316,21,38,,
T,2024-11-19 12:48:42,53.96925400,-7.35007549,9.94,96.119,56.991,1.400,318,19,38,,
T,2024-11-19 12:48:43,53.96926247,-7.35008903,9.94,96.066,56.991,1.420,315,15,38,,
T,2024-11-19 12:48:44,53.96927052,-7.35010069,9.94,95.850,56.991,1.410,318,14,38,,
T,2024-11-19 12:48:45,53.96925653,-7.35012360,12.11,92.684,56.991,1.500,319,11,38,,
T,2024-11-19 12:48:46,53.96926499,-7.35013562,12.06,92.257,56.991,1.290,309,13,38,,
T,2024-11-19 12:48:47,53.96927096,-7.35011571,11.33,91.383,56.991,0.000,,11,38,,
T,2024-11-19 12:48:48,53.96927191,-7.35011344,11.38,91.097,56.991,0.000,,6,38,,
T,2024-11-19 12:48:49,53.96927669,-7.35011113,11.43,91.176,56.991,0.000,,7,38,,
T,2024-11-19 12:48:50,53.96927497,-7.35011195,11.36,90.974,56.991,0.000,,8,38,,
T,2024-11-19 12:48:51,53.96927728,-7.35012047,11.28,90.194,56.991,0.000,,13,38,,
T,2024-11-19 12:48:52,53.96928087,-7.35011780,11.23,89.947,56.991,0.000,,15,39,,
T,2024-11-19 12:48:53,53.96927859,-7.35012907,11.14,89.283,56.991,0.000,,17,39,,
T,2024-11-19 12:48:54,53.96926626,-7.35015743,10.70,87.955,56.991,0.000,,20,39,,
T,2024-11-19 12:48:55,53.96927629,-7.35018475,10.44,90.823,56.991,2.020,313,20,39,,
T,2024-11-19 12:48:56,53.96928623,-7.35022977,10.08,89.801,56.991,1.680,319,22,39,,
T,2024-11-19 12:48:57,53.96929205,-7.35025610,9.94,88.147,56.991,1.230,308,21,39,,
T,2024-11-19 12:48:58,53.96930781,-7.35027369,9.94,87.536,56.991,1.510,319,22,38,,
T,2024-11-19 12:48:59,53.96933005,-7.35029424,9.95,89.594,56.991,1.350,307,22,39,,
T,2024-11-19 12:49:00,53.96934354,-7.35031211,10.00,90.342,56.991,1.550,326,22,39,,
T,2024-11-19 12:49:01,53.96935467,-7.35032886,10.06,89.825,56.991,1.560,321,24,39,,
T,2024-11-19 12:49:02,53.96936562,-7.35034394,10.04,89.407,56.991,1.280,321,24,39,,
T,2024-11-19 12:49:03,53.96937427,-7.35035855,10.09,89.116,56.991,1.030,318,24,39,,
T,2024-11-19 12:49:04,53.96938641,-7.35037423,10.08,89.933,56.991,1.510,321,24,39,,
T,2024-11-19 12:49:05,53.96939681,-7.35039049,10.26,91.031,56.991,1.290,320,24,39,,
T,2024-11-19 12:49:06,53.96940536,-7.35040760,10.15,90.723,56.991,1.360,314,23,39,,
T,2024-11-19 12:49:07,53.96941727,-7.35042682,10.07,92.113,56.991,1.400,314,24,39,,
T,2024-11-19 12:49:08,53.96943031,-7.35044356,10.05,92.663,56.991,1.390,318,25,39,,
T,2024-11-19 12:49:09,53.96944246,-7.35046067,10.01,93.067,56.991,1.410,317,26,39,,
T,2024-11-19 12:49:10,53.96945367,-7.35047685,9.94,92.532,56.991,1.350,319,27,39,,
T,2024-11-19 12:49:11,53.96947579,-7.35049705,9.94,95.046,56.991,1.400,322,27,39,,
T,2024-11-19 12:49:12,53.96949299,-7.35051578,9.94,95.619,56.992,1.410,315,27,39,,
T,2024-11-19 12:49:13,53.96950418,-7.35053394,9.94,95.433,56.992,1.380,311,25,39,,
T,2024-11-19 12:49:14,53.96951206,-7.35055069,9.94,94.415,56.992,1.400,310,25,39,,
T,2024-11-19 12:49:15,53.96951983,-7.35056692,9.94,94.411,56.992,1.400,309,25,39,,
T,2024-11-19 12:49:16,53.96952879,-7.35058436,9.94,93.484,56.992,1.410,311,24,39,,
T,2024-11-19 12:49:17,53.96953902,-7.35060309,9.94,93.705,56.992,1.400,312,24,39,,
T,2024-11-19 12:49:18,53.96954642,-7.35062053,9.94,92.955,56.992,1.390,314,23,39,,
T,2024-11-19 12:49:19,53.96955283,-7.35063743,9.96,93.043,56.992,1.390,313,18,39,,
T,2024-11-19 12:49:20,53.96956451,-7.35065338,9.94,92.807,56.992,1.410,318,16,39,,
T,2024-11-19 12:49:21,53.96957695,-7.35066966,9.94,93.411,56.992,1.420,315,23,39,,
T,2024-11-19 12:49:22,53.96959107,-7.35068623,9.94,94.095,56.992,1.440,312,23,39,,
T,2024-11-19 12:49:23,53.96960347,-7.35070062,9.94,94.358,56.992,1.470,318,23,39,,
T,2024-11-19 12:49:24,53.96961841,-7.35071733,9.94,95.390,56.992,1.480,319,23,39,,
T,2024-11-19 12:49:25,53.96963161,-7.35073235,9.94,95.680,56.992,1.490,319,23,38,,
T,2024-11-19 12:49:26,53.96964407,-7.35074719,9.94,96.303,56.992,1.500,316,23,38,,
T,2024-11-19 12:49:27,53.96965305,-7.35076558,9.94,95.103,56.992,1.490,316,23,38,,
T,2024-11-19 12:49:28,53.96966306,-7.35078062,9.94,95.199,56.992,1.480,319,23,38,,
T,2024-11-19 12:49:29,53.96967359,-7.35079186,9.94,95.349,56.992,1.460,321,23,38,,
T,2024-11-19 12:49:30,53.96968568,-7.35080666,9.94,95.564,56.992,1.470,319,23,38,,
T,2024-11-19 12:49:31,53.96969858,-7.35082409,9.94,95.182,56.992,1.500,318,24,38,,
T,2024-11-19 12:49:32,53.96971111,-7.35083768,9.94,95.719,56.992,1.480,320,24,38,,
T,2024-11-19 12:49:33,53.96972207,-7.35085217,9.94,95.511,56.992,1.490,317,23,38,,
T,2024-11-19 12:49:34,53.96973268,-7.35086850,9.94,96.806,56.992,1.530,315,23,38,,
T,2024-11-19 12:49:35,53.96974197,-7.35088346,9.94,96.880,56.992,1.510,315,24,38,,
